ID,Category_ID,Name,DOP_Refrigerate_Min,DOP_Refrigerate_Max,DOP_Freeze_Min,DOP_Freeze_Max,Safe_Minimum_Temperature,Current_Temperature,Current_Humidity
178,25,Cooked rice,,,,,5,19.3,14.7
179,25,"Fruit, cut",,,,,5,19.3,14.7
180,25,Guacamole,,,,,5,19.3,14.7
181,25,Hummus,3.0,3.0,,,5,19.3,14.7
183,25,Hummus,,,,,5,19.3,14.7
184,25,Luncheon meat or poultry,3.0,5.0,,,5,19.3,14.7
185,25,Main dishes or meals,3.0,4.0,,,5,19.3,14.7
186,25,Meats,,,,,5,19.3,14.7
187,25,Olives,2.0,2.0,,,5,19.3,14.7
188,25,Pate,1.0,2.0,,,5,19.3,14.7
192,25,Luncheon meat or poultry,2.0,2.0,1.0,2.0,5,19.3,14.7
193,25,"Soup, stews",,,,,5,19.3,14.7
194,25,Casseroles,,,,,5,19.3,14.7
195,2,Commercial bread products,,,3.0,5.0,5,19.3,14.7
196,9,Tortillas,,,6.0,6.0,5,19.3,14.7
197,2,Commercial cakes and muffins,,,6.0,6.0,5,19.3,14.7
198,2,Cheesecake,,,3.0,6.0,5,19.3,14.7
199,2,Cookies,,,8.0,12.0,5,19.3,14.7
200,2,Cookies,,,8.0,12.0,5,19.3,14.7
201,2,Dairy filled eclairs,,,3.0,3.0,5,19.3,14.7
202,2,Doughnuts,,,,,5,19.3,14.7
203,2,Fruit cake,,,12.0,12.0,5,19.3,14.7
204,2,"Pastries, danish",,,,,5,19.3,14.7
205,2,Cream pies,,,,,5,19.3,14.7
206,2,Chiffon pies,,,,,5,19.3,14.7
207,2,Fruit pies,,,,,5,19.3,14.7
208,2,Pies,,,,,5,19.3,14.7
209,2,Pies,,,,,5,19.3,14.7
210,2,Pies,,,,,5,19.3,14.7
211,2,Quiche,,,,,5,19.3,14.7
212,3,Baking powder,,,,,5,19.3,14.7
213,3,Baking soda,,,,,5,19.3,14.7
214,3,Biscuit or pancake mix,,,,,5,19.3,14.7
215,3,"Cake, brownie, bread mixes",,,,,5,19.3,14.7
216,3,Chocolate,,,,,5,19.3,14.7
217,3,Cocoa and cocoa mixes,,,,,5,19.3,14.7
218,3,Cornmeal,,,,,5,19.3,14.7
219,3,Cornmeal,,,,,5,19.3,14.7
220,3,Cornstarch,,,,,5,19.3,14.7
222,3,Flour,,,,,5,19.3,14.7
223,3,Flour,,,,,5,19.3,14.7
224,3,Frosting or icing,,,,,5,19.3,14.7
225,3,Gelatin,,,,,5,19.3,14.7
226,3,Gelatin,,,,,5,19.3,14.7
227,3,Oils,,,,,5,19.3,14.7
228,3,Nut oils,,,,,5,19.3,14.7
229,3,Vegetable oil sprays,,,,,5,19.3,14.7
230,3,Shortening,,,,,5,19.3,14.7
231,3,Tamarind paste,,,,,5,19.3,14.7
232,3,Chili powder,,,,,5,19.3,14.7
233,3,Seasoning blends,,,,,5,19.3,14.7
234,3,Flavored or herb mixes,,,,,5,19.3,14.7
235,3,Garlic,,,,,5,19.3,14.7
236,3,Herbs,,,,,5,19.3,14.7
237,3,Spice/spices,,,,,5,19.3,14.7
238,3,Spice/spices,,,,,5,19.3,14.7
239,3,Sugar,,,,,5,19.3,14.7
240,3,Sugar,,,,,5,19.3,14.7
241,3,Sugar,,,,,5,19.3,14.7
242,3,Sugar substitutes,,,,,5,19.3,14.7
243,3,Tapiocas,,,,,5,19.3,14.7
245,4,Tube cans,,,,,5,19.3,14.7
246,4,Ready-to-bake pie crust,,,2.0,2.0,5,19.3,14.7
247,4,Cookie dough,,,2.0,2.0,5,19.3,14.7
248,18,Apples,4.0,6.0,,,5,19.3,14.7
249,18,Apricots,,,,,5,19.3,14.7
250,18,Avocados,,,,,5,19.3,14.7
251,18,Bananas,,,,,5,19.3,14.7
252,18,Berries,7.0,7.0,,,5,19.3,14.7
253,18,Berries,3.0,6.0,,,5,19.3,14.7
254,18,Blueberries,1.0,2.0,,,5,19.3,14.7
255,18,Cherimoya,,,,,5,19.3,14.7
256,18,Citrus fruit,10.0,21.0,,,5,19.3,14.7
257,18,Coconut,,,,,5,19.3,14.7
258,18,Coconuts,2.0,3.0,,,5,19.3,14.7
259,18,Cranberries,2.0,2.0,,,5,19.3,14.7
260,18,Dates,12.0,12.0,,,5,19.3,14.7
261,18,Grapes,1.0,1.0,,,5,19.3,14.7
262,18,Guava,,,,,5,19.3,14.7
263,18,Kiwi fruit,,,,,5,19.3,14.7
264,18,Melons,2.0,2.0,,,5,19.3,14.7
265,18,"Papaya, mango, feijoa, passionfruit, casaha melon",1.0,1.0,,,5,19.3,14.7
266,18,"Peaches, nectarines, plums, pears, sapote",,,,,5,19.3,14.7
267,18,Pineapple,,,,,5,19.3,14.7
268,18,Plantains,,,,,5,19.3,14.7
269,18,Pomegranate,1.0,3.0,,,5,19.3,14.7
270,19,"Artichokes, whole",1.0,2.0,,,5,19.3,14.7
271,19,Asparagus,3.0,4.0,5.0,5.0,5,19.3,14.7
272,19,Bamboo shoots,2.0,2.0,,,5,19.3,14.7
273,19,Beans and peas,3.0,5.0,8.0,8.0,5,19.3,14.7
274,19,Beets,1.0,2.0,6.0,8.0,5,19.3,14.7
275,19,Bok choy,2.0,3.0,10.0,12.0,5,19.3,14.7
276,19,Broccoli and broccoli raab (rapini),3.0,5.0,10.0,12.0,5,19.3,14.7
277,19,Brussels sprouts,3.0,5.0,10.0,12.0,5,19.3,14.7
278,19,Cabbage,1.0,2.0,10.0,12.0,5,19.3,14.7
279,19,"Carrots, parsnips",2.0,3.0,10.0,12.0,5,19.3,14.7
280,19,Cauliflower,3.0,5.0,10.0,12.0,5,19.3,14.7
281,19,Celery,1.0,2.0,10.0,12.0,5,19.3,14.7
282,19,Corn on the cob,1.0,2.0,8.0,8.0,5,19.3,14.7
283,19,Cucumbers,4.0,6.0,,,5,19.3,14.7
284,19,Eggplant,4.0,7.0,6.0,8.0,5,19.3,14.7
285,19,Garlic,3.0,14.0,1.0,1.0,5,19.3,14.7
286,19,Ginger root,2.0,3.0,6.0,6.0,5,19.3,14.7
287,19,Greens,1.0,4.0,10.0,12.0,5,19.3,14.7
288,19,Herbs,7.0,10.0,1.0,2.0,5,19.3,14.7
289,19,Leeks,1.0,2.0,10.0,12.0,5,19.3,14.7
290,19,Lettuce,1.0,2.0,,,5,19.3,14.7
291,19,Lettuce,3.0,7.0,,,5,19.3,14.7
292,19,Mushrooms,3.0,7.0,10.0,12.0,5,19.3,14.7
293,19,Okra,2.0,3.0,10.0,12.0,5,19.3,14.7
294,19,Onions,2.0,2.0,10.0,12.0,5,19.3,14.7
295,19,Onions,1.0,1.0,10.0,12.0,5,19.3,14.7
296,19,Peppers,4.0,14.0,6.0,8.0,5,19.3,14.7
297,19,Potatoes,1.0,2.0,,,5,19.3,14.7
298,19,Pumpkins,3.0,5.0,,,5,19.3,14.7
299,19,Radishes,10.0,14.0,,,5,19.3,14.7
300,19,Rhubarb,3.0,7.0,,,5,19.3,14.7
301,19,Rutabagas,2.0,3.0,8.0,10.0,5,19.3,14.7
302,19,Squash,4.0,5.0,10.0,12.0,5,19.3,14.7
303,19,Squash,1.0,3.0,10.0,12.0,5,19.3,14.7
304,19,Tamarind,6.0,6.0,,,5,19.3,14.7
305,19,Taro,2.0,3.0,,,5,19.3,14.7
306,19,Tomatoes,,,2.0,2.0,5,19.3,14.7
307,19,Turnips,2.0,2.0,8.0,10.0,5,19.3,14.7
308,19,Yuca/cassava,3.0,3.0,1.0,2.0,5,19.3,14.7
309,8,Dough,,,12.0,12.0,5,19.3,14.7
310,8,Egg substitutes,,,12.0,12.0,5,19.3,14.7
311,8,Fish,,,18.0,18.0,5,19.3,14.7
312,8,Fish,,,6.0,6.0,5,19.3,14.7
313,8,Frozen potato products,,,12.0,12.0,5,19.3,14.7
314,8,Frozen pretzels,,,9.0,9.0,5,19.3,14.7
315,8,Fruits,,,10.0,18.0,5,19.3,14.7
317,8,Ice cream,,,6.0,6.0,5,19.3,14.7
318,8,Ice pops,,,9.0,9.0,5,19.3,14.7
319,8,Juice concentrates,,,2.0,2.0,5,19.3,14.7
320,8,Lobster tails,,,8.0,8.0,5,19.3,14.7
321,8,"Pancakes, waffles",,,3.0,3.0,5,19.3,14.7
322,8,Sausages,,,1.0,2.0,5,19.3,14.7
323,8,Sausages,,,1.0,2.0,5,19.3,14.7
324,8,"Sherbet, sorbet",,,9.0,9.0,5,19.3,14.7
325,8,"Shrimp, shellfish",,,12.0,18.0,5,19.3,14.7
326,8,Soy crumbles and hot dogs,,,1.0,2.0,5,19.3,14.7
327,8,Soy meat substitutes,,,12.0,18.0,5,19.3,14.7
328,8,Tempeh,,,6.0,6.0,5,19.3,14.7
330,8,Frozen entrees,,,12.0,12.0,5,19.3,14.7
331,8,Vegetables,,,10.0,18.0,5,19.3,14.7
332,9,Fresh pasta,,,,,5,19.3,14.7
333,9,Beans,,,,,5,19.3,14.7
334,9,Lentils,,,,,5,19.3,14.7
335,9,Pasta,,,,,5,19.3,14.7
336,9,Dry egg noodles,,,,,5,19.3,14.7
337,9,Peas,,,,,5,19.3,14.7
338,9,Rice,,,,,5,19.3,14.7
339,9,Rice,,,,,5,19.3,14.7
340,6,Barbecue sauce,,,,,5,19.3,14.7
341,6,Chutney,,,,,5,19.3,14.7
342,6,"Cream sauces, milk solids",,,,,5,19.3,14.7
343,6,Dry gravy mixes,,,,,5,19.3,14.7
344,6,Gravy,,,,,5,19.3,14.7
345,6,Honey,,,,,5,19.3,14.7
346,6,Horseradish,12.0,12.0,,,5,19.3,14.7
347,6,"Jams, jellies, and preserves",,,,,5,19.3,14.7
348,6,"Ketchup, cocktail, or chili sauce",,,,,5,19.3,14.7
349,6,Marinades,,,,,5,19.3,14.7
350,6,Mayonnaise,,,,,5,19.3,14.7
351,6,Mustard,,,,,5,19.3,14.7
352,6,Olives,,,,,5,19.3,14.7
353,6,Pickles,,,,,5,19.3,14.7
354,6,Pesto,6.0,6.0,,,5,19.3,14.7
356,6,Salad dressings,,,,,5,19.3,14.7
357,6,Salsa,,,,,5,19.3,14.7
358,6,Sauce mixes,,,,,5,19.3,14.7
359,6,Spaghetti sauce,,,,,5,19.3,14.7
360,6,Soy sauce or teriyaki sauce,,,,,5,19.3,14.7
361,6,Vinegar,,,,,5,19.3,14.7
362,6,Worcestershire sauce,,,,,5,19.3,14.7
363,1,Jars or pouches,,,,,5,19.3,14.7
364,1,Fruit,,,,,5,19.3,14.7
365,1,Vegetables,,,,,5,19.3,14.7
366,1,Dinners,,,,,5,19.3,14.7
367,1,"Cereal, dry mixes",,,,,5,19.3,14.7
368,1,Formula,,,,,5,19.3,14.7
369,1,Liquid concentrate or ready-to-feed formula,,,,,5,19.3,14.7
370,23,Applesauce,,,,,5,19.3,14.7
371,23,Bacon bits,,,,,5,19.3,14.7
372,23,Canned goods,,,,,5,19.3,14.7
373,23,Canned goods,,,,,5,19.3,14.7
374,23,Cereal,,,,,5,19.3,14.7
375,23,Cereal,,,,,5,19.3,14.7
376,23,Chocolate syrup,,,,,5,19.3,14.7
377,23,Crackers,,,,,5,19.3,14.7
378,23,Graham cracker/animal cracker,,,,,5,19.3,14.7
379,23,"Fruits, dried",,,,,5,19.3,14.7
380,23,Gummy (fruit) snacks,,,,,5,19.3,14.7
381,23,Marshmallows,,,,,5,19.3,14.7
382,23,Marshmallow crème,,,,,5,19.3,14.7
383,23,Milk,,,,,5,19.3,14.7
384,23,Molasses,,,,,5,19.3,14.7
385,23,Mushrooms,,,,,5,19.3,14.7
386,23,Nuts,,,,,5,19.3,14.7
387,23,Peanut butter,,,,,5,19.3,14.7
388,23,Pectin,,,,,5,19.3,14.7
389,23,Popcorn,,,,,5,19.3,14.7
390,23,Popcorn,,,,,5,19.3,14.7
391,23,Popcorn,,,,,5,19.3,14.7
392,23,Potato chips,,,,,5,19.3,14.7
393,23,Potatoes,,,,,5,19.3,14.7
394,23,Pretzels,,,,,5,19.3,14.7
395,23,Pudding mixes,,,,,5,19.3,14.7
396,23,Soup mixes,,,,,5,19.3,14.7
397,23,Sun dried tomatoes,,,,,5,19.3,14.7
398,23,Syrup,,,,,5,19.3,14.7
399,23,Toaster pastries,,,,,5,19.3,14.7
400,5,Coffee,,,,,5,19.3,14.7
401,5,Coffee,,,,,5,19.3,14.7
402,5,Coffee,,,,,5,19.3,14.7
403,5,Diet powder mixes and drink mixes,,,,,5,19.3,14.7
404,5,"Fruit Juice in cartons, fruit drinks, punch",,,,,5,19.3,14.7
405,5,"Juice, boxes",,,,,5,19.3,14.7
406,5,Nectar,,,,,5,19.3,14.7
407,5,Soda,,,,,5,19.3,14.7
408,5,Soy or rice beverage,,,,,5,19.3,14.7
410,5,Tea,,,,,5,19.3,14.7
411,5,Tea,,,,,5,19.3,14.7
412,5,Tea,,,,,5,19.3,14.7
413,5,Water,,,,,5,19.3,14.7
414,18,Kumquats,,,,,5,19.3,14.7
415,19,Bagged greens,,,,,5,19.3,14.7
416,6,Tahini,,,,,5,19.3,14.7
190,25,Egg salad,,,,,5,19.3,14.7
191,25,Potato salad,,,,,5,19.3,14.7
417,25,Seafood salads,,,,,5,19.3,14.7
418,25,Chicken salad,,,,,5,19.3,14.7
419,25,Ham salad,,,,,5,19.3,14.7
420,25,Pasta salad,,,,,5,19.3,14.7
421,7,Soy milk,,,,,5,19.3,14.7
422,19,Yams/sweet potatoes,,,,,5,19.3,14.7
423,19,Kale,3.0,5.0,8.0,12.0,5,19.3,14.7
425,9,Quinoa,,,,,5,19.3,14.7
426,9,Quinoa,,,,,5,19.3,14.7
427,7,Almond milk,,,,,5,19.3,14.7
428,7,Rice milk,,,,,5,19.3,14.7
429,7,Coconut milk,,,,,5,19.3,14.7
430,7,Coffee creamer,,,,,5,19.3,14.7
431,14,Turkey bacon,2.0,2.0,2.0,4.0,5,19.3,14.7
432,23,Fruit cocktail,,,,,5,19.3,14.7
433,6,Black bean sauce,,,,,5,19.3,14.7
434,6,Oyster sauce,,,,,5,19.3,14.7
435,6,Hoisin sauce,,,,,5,19.3,14.7
436,12,Pork roll,,,,,5,19.3,14.7
437,23,Almonds ,16.0,16.0,20.0,20.0,5,19.3,14.7
438,23,Almonds ,8.0,8.0,10.0,10.0,5,19.3,14.7
439,23,Cashews,6.0,6.0,12.0,12.0,5,19.3,14.7
440,23,Macadamias,12.0,12.0,24.0,24.0,5,19.3,14.7
441,23,Peanuts,12.0,12.0,24.0,24.0,5,19.3,14.7
442,23,Peanuts,12.0,12.0,24.0,24.0,5,19.3,14.7
443,23,Pecans,12.0,12.0,24.0,24.0,5,19.3,14.7
444,23,Pecans,9.0,9.0,24.0,24.0,5,19.3,14.7
445,23,Pistachios,12.0,12.0,24.0,24.0,5,19.3,14.7
446,23,Walnuts,9.0,12.0,24.0,24.0,5,19.3,14.7
447,5,Lime juice,,,,,5,19.3,14.7
448,5,Lemon juice,,,,,5,19.3,14.7
449,2,Bagel,,,,,5,19.3,14.7
450,2,Bagel ,,,,,5,19.3,14.7
451,2,Muffin,,,,,5,19.3,14.7
452,2,Muffin,,,,,5,19.3,14.7
453,2,Muffin,,,,,5,19.3,14.7
454,23,Coconut oil,,,,,5,19.3,14.7
455,5,Orange juice,,,8.0,12.0,5,19.3,14.7
456,5,Orange juice,,,12.0,12.0,5,19.3,14.7
457,5,Orange juice,,,,,5,19.3,14.7
458,23,Roasted red peppers,,,,,5,19.3,14.7
459,3,Whole wheat flour,,,,,5,19.3,14.7
460,9,Whole wheat bread,,,,,5,19.3,14.7
461,9,Whole wheat bread,,,,,5,19.3,14.7
462,5,Red wine,,,,,5,19.3,14.7
463,5,White wine,,,,,5,19.3,14.7
464,23,Dry stuffing mix,,,,,5,19.3,14.7
465,7,Powdered milk,,,,,5,19.3,14.7
466,23,Almond butter,,,,,5,19.3,14.7
467,23,Cashew butter,,,,,5,19.3,14.7
468,23,Salt,,,,,5,19.3,14.7
469,23,Black pepper,,,,,5,19.3,14.7
470,23,Black pepper,,,,,5,19.3,14.7
471,23,Cajun seasoning blend ,,,,,5,19.3,14.7
472,23,Cinnamon,,,,,5,19.3,14.7
473,23,Cumin,,,,,5,19.3,14.7
474,23,Garlic powder,,,,,5,19.3,14.7
475,23,Onion powder ,,,,,5,19.3,14.7
476,23,Nutmeg,,,,,5,19.3,14.7
477,7,Nacho cheese ,,,3.0,3.0,5,19.3,14.7
478,18,Star fruit,1.0,2.0,,,5,19.3,14.7
479,18,Prickly pear ,1.0,2.0,,,5,19.3,14.7
480,18,Pitaya/dragon fruit,2.0,3.0,,,5,19.3,14.7
481,18,Strawberries,2.0,3.0,,,5,19.3,14.7
482,18,Raspberries,2.0,3.0,,,5,19.3,14.7
483,18,Cherries,2.0,3.0,,,5,19.3,14.7
484,6,Broth,,,,,5,19.3,14.7
485,6,Beef broth/stock/consommé ,,,,,5,19.3,14.7
